epoch (ms),time (-11:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1.65971E+12,2022-08-05T10:25:28.178,47.48,0.108,0.983,0.106
1.65971E+12,2022-08-05T10:25:28.218,47.52,0.061,1.005,0.113
1.65971E+12,2022-08-05T10:25:28.258,47.56,0.063,1.019,0.1
1.65971E+12,2022-08-05T10:25:28.298,47.6,0.081,1.013,0.091
1.65971E+12,2022-08-05T10:25:28.338,47.64,0.084,1.003,0.091
1.65971E+12,2022-08-05T10:25:28.378,47.68,0.094,1.001,0.091
1.65971E+12,2022-08-05T10:25:28.418,47.72,0.088,0.998,0.082
1.65971E+12,2022-08-05T10:25:28.458,47.76,0.078,0.992,0.084
1.65971E+12,2022-08-05T10:25:28.498,47.8,0.074,1.012,0.087
1.65971E+12,2022-08-05T10:25:28.538,47.84,0.073,1.005,0.086
1.65971E+12,2022-08-05T10:25:28.578,47.88,0.081,1.001,0.092
1.65971E+12,2022-08-05T10:25:28.618,47.92,0.081,1.005,0.095
1.65971E+12,2022-08-05T10:25:28.658,47.96,0.077,0.998,0.086
1.65971E+12,2022-08-05T10:25:28.698,48,0.079,1.005,0.087
1.65971E+12,2022-08-05T10:25:28.738,48.04,0.08,1.004,0.09
1.65971E+12,2022-08-05T10:25:28.778,48.08,0.089,1.006,0.1
1.65971E+12,2022-08-05T10:25:28.818,48.12,0.087,1.005,0.1
1.65971E+12,2022-08-05T10:25:28.858,48.16,0.075,0.998,0.095
1.65971E+12,2022-08-05T10:25:28.898,48.2,0.065,0.997,0.094
1.65971E+12,2022-08-05T10:25:28.938,48.24,0.094,1.002,0.098
1.65971E+12,2022-08-05T10:25:28.978,48.28,0.105,0.995,0.102
1.65971E+12,2022-08-05T10:25:29.018,48.32,0.093,0.999,0.11
1.65971E+12,2022-08-05T10:25:29.058,48.36,0.097,1.003,0.108
1.65971E+12,2022-08-05T10:25:29.098,48.4,0.094,1.001,0.094
1.65971E+12,2022-08-05T10:25:29.138,48.44,0.099,0.991,0.088
1.65971E+12,2022-08-05T10:25:29.178,48.48,0.112,0.996,0.087
1.65971E+12,2022-08-05T10:25:29.218,48.52,0.097,1.005,0.091
1.65971E+12,2022-08-05T10:25:29.258,48.56,0.078,1.009,0.098
1.65971E+12,2022-08-05T10:25:29.298,48.6,0.087,1.006,0.1
1.65971E+12,2022-08-05T10:25:29.338,48.64,0.101,1.006,0.096
1.65971E+12,2022-08-05T10:25:29.378,48.68,0.11,0.999,0.097
1.65971E+12,2022-08-05T10:25:29.418,48.72,0.112,1.002,0.096
1.65971E+12,2022-08-05T10:25:29.458,48.76,0.106,0.999,0.1
1.65971E+12,2022-08-05T10:25:29.498,48.8,0.102,1,0.106
1.65971E+12,2022-08-05T10:25:29.538,48.84,0.113,0.995,0.102
1.65971E+12,2022-08-05T10:25:29.578,48.88,0.118,0.994,0.094
1.65971E+12,2022-08-05T10:25:29.618,48.92,0.116,0.98,0.077
1.65971E+12,2022-08-05T10:25:29.658,48.96,0.102,0.968,0.06
1.65971E+12,2022-08-05T10:25:29.698,49,0.088,0.93,0.043
1.65971E+12,2022-08-05T10:25:29.738,49.04,0.083,0.901,0.032
1.65971E+12,2022-08-05T10:25:29.778,49.08,0.102,0.903,0.032
1.65971E+12,2022-08-05T10:25:29.818,49.12,0.173,0.892,0.042
1.65971E+12,2022-08-05T10:25:29.858,49.16,0.182,0.869,0.064
1.65971E+12,2022-08-05T10:25:29.898,49.2,0.171,0.831,0.086
1.65971E+12,2022-08-05T10:25:29.938,49.24,0.159,0.736,0.073
1.65971E+12,2022-08-05T10:25:29.978,49.28,0.172,0.7,0.067
1.65971E+12,2022-08-05T10:25:30.018,49.32,0.171,0.777,0.054
1.65971E+12,2022-08-05T10:25:30.058,49.36,0.157,0.832,0.058
1.65971E+12,2022-08-05T10:25:30.098,49.4,0.16,0.889,0.047
1.65971E+12,2022-08-05T10:25:30.138,49.44,0.14,0.892,0.027
1.65971E+12,2022-08-05T10:25:30.178,49.48,0.172,0.898,0.054
1.65971E+12,2022-08-05T10:25:30.218,49.52,0.203,0.94,0.069
1.65971E+12,2022-08-05T10:25:30.258,49.56,0.217,0.897,0.073
1.65971E+12,2022-08-05T10:25:30.298,49.6,0.21,0.925,0.079
1.65971E+12,2022-08-05T10:25:30.338,49.64,0.244,1.001,0.147
1.65971E+12,2022-08-05T10:25:30.378,49.68,0.276,0.997,0.195
1.65971E+12,2022-08-05T10:25:30.418,49.72,0.295,1.06,0.235
1.65971E+12,2022-08-05T10:25:30.458,49.76,0.289,1.155,0.285
1.65971E+12,2022-08-05T10:25:30.498,49.8,0.296,1.145,0.31
1.65971E+12,2022-08-05T10:25:30.538,49.84,0.376,1.167,0.42
1.65971E+12,2022-08-05T10:25:30.578,49.88,0.462,1.206,0.504
1.65971E+12,2022-08-05T10:25:30.618,49.92,0.485,1.264,0.544
1.65971E+12,2022-08-05T10:25:30.658,49.96,0.466,1.38,0.526
1.65971E+12,2022-08-05T10:25:30.698,50,0.397,1.451,0.495
1.65971E+12,2022-08-05T10:25:30.738,50.04,0.316,1.397,0.478
1.65971E+12,2022-08-05T10:25:30.778,50.08,0.282,1.271,0.529
1.65971E+12,2022-08-05T10:25:30.818,50.12,0.312,1.249,0.631
1.65971E+12,2022-08-05T10:25:30.858,50.16,0.248,1.37,0.617
1.65971E+12,2022-08-05T10:25:30.898,50.2,0.086,1.215,0.49
1.65971E+12,2022-08-05T10:25:30.938,50.24,-0.015,0.971,0.503
1.65971E+12,2022-08-05T10:25:30.978,50.28,-0.061,0.619,0.509
1.65971E+12,2022-08-05T10:25:31.018,50.32,0.058,0.167,0.721
1.65971E+12,2022-08-05T10:25:31.058,50.36,0.185,0.113,0.981
1.65971E+12,2022-08-05T10:25:31.098,50.4,0.119,0.166,0.888
1.65971E+12,2022-08-05T10:25:31.138,50.44,-0.012,-0.049,0.625
1.65971E+12,2022-08-05T10:25:31.178,50.48,0.091,-0.183,0.525
1.65971E+12,2022-08-05T10:25:31.218,50.52,0.287,-0.178,0.322
1.65971E+12,2022-08-05T10:25:31.258,50.56,0.317,0.238,0.281
1.65971E+12,2022-08-05T10:25:31.298,50.6,0.268,0.455,0.491
1.65971E+12,2022-08-05T10:25:31.338,50.64,0.303,0.653,0.711
1.65971E+12,2022-08-05T10:25:31.378,50.68,0.003,0.783,0.847
1.65971E+12,2022-08-05T10:25:31.418,50.72,-0.105,0.703,0.918
1.65971E+12,2022-08-05T10:25:31.458,50.76,0.32,0.948,1.033
1.65971E+12,2022-08-05T10:25:31.498,50.8,-0.713,1.444,1.844
1.65971E+12,2022-08-05T10:25:31.538,50.84,-0.147,1.043,0.986
1.65971E+12,2022-08-05T10:25:31.578,50.88,-0.317,1.519,0.888
1.65971E+12,2022-08-05T10:25:31.618,50.92,-0.693,1.258,1.276
1.65971E+12,2022-08-05T10:25:31.658,50.96,0.653,0.502,1.105
1.65971E+12,2022-08-05T10:25:31.698,51,0.4,0.171,0.875
1.65971E+12,2022-08-05T10:25:31.738,51.04,0.16,0.149,0.722
1.65971E+12,2022-08-05T10:25:31.778,51.08,0.584,0.428,1.067
1.65971E+12,2022-08-05T10:25:31.818,51.12,0.497,0.407,1.062
1.65971E+12,2022-08-05T10:25:31.858,51.16,0.104,0.005,0.699
1.65971E+12,2022-08-05T10:25:31.898,51.2,0.615,0.13,0.973
1.65971E+12,2022-08-05T10:25:31.938,51.24,0.643,0.194,0.971
1.65971E+12,2022-08-05T10:25:31.978,51.28,0.462,0.072,0.841
1.65971E+12,2022-08-05T10:25:32.018,51.32,0.452,0.045,0.916
1.65971E+12,2022-08-05T10:25:32.058,51.36,0.38,0.057,0.93
1.65971E+12,2022-08-05T10:25:32.098,51.4,0.364,0.049,0.896
1.65971E+12,2022-08-05T10:25:32.138,51.44,0.416,0.066,0.93
1.65971E+12,2022-08-05T10:25:32.178,51.48,0.475,0.076,0.931
1.65971E+12,2022-08-05T10:25:32.218,51.52,0.46,0.064,0.927
1.65971E+12,2022-08-05T10:25:32.258,51.56,0.385,0.034,0.942
1.65971E+12,2022-08-05T10:25:32.298,51.6,0.341,0.038,0.956
1.65971E+12,2022-08-05T10:25:32.338,51.64,0.313,0.037,0.965
1.65971E+12,2022-08-05T10:25:32.378,51.68,0.33,0.05,0.978
1.65971E+12,2022-08-05T10:25:32.418,51.72,0.339,0.039,0.954
1.65971E+12,2022-08-05T10:25:32.458,51.76,0.338,0.043,0.955
1.65971E+12,2022-08-05T10:25:32.498,51.8,0.32,0.035,0.953
1.65971E+12,2022-08-05T10:25:32.538,51.84,0.366,0.057,0.951
1.65971E+12,2022-08-05T10:25:32.578,51.88,0.343,0.035,0.946
1.65971E+12,2022-08-05T10:25:32.618,51.92,0.449,0.1,1.007
1.65971E+12,2022-08-05T10:25:32.658,51.96,0.388,0.078,0.962
1.65971E+12,2022-08-05T10:25:32.698,52,0.378,0.069,0.958
1.65971E+12,2022-08-05T10:25:32.738,52.04,0.385,0.07,0.966
1.65971E+12,2022-08-05T10:25:32.778,52.08,0.371,0.061,0.96
1.65971E+12,2022-08-05T10:25:32.818,52.12,0.382,0.06,0.964
1.65971E+12,2022-08-05T10:25:32.858,52.16,0.372,0.057,0.951
1.65971E+12,2022-08-05T10:25:32.898,52.2,0.371,0.051,0.956
1.65971E+12,2022-08-05T10:25:32.938,52.24,0.39,0.06,0.959
1.65971E+12,2022-08-05T10:25:32.978,52.28,0.363,0.046,0.945
1.65971E+12,2022-08-05T10:25:33.018,52.32,0.402,0.067,0.962
1.65971E+12,2022-08-05T10:25:33.058,52.36,0.37,0.05,0.948
1.65971E+12,2022-08-05T10:25:33.098,52.4,0.401,0.058,0.961
1.65971E+12,2022-08-05T10:25:33.138,52.44,0.368,0.047,0.945
1.65971E+12,2022-08-05T10:25:33.178,52.48,0.386,0.053,0.952
1.65971E+12,2022-08-05T10:25:33.218,52.52,0.386,0.053,0.952
1.65971E+12,2022-08-05T10:25:33.258,52.56,0.374,0.047,0.95
1.65971E+12,2022-08-05T10:25:33.298,52.6,0.394,0.057,0.951
1.65971E+12,2022-08-05T10:25:33.338,52.64,0.39,0.051,0.953
1.65971E+12,2022-08-05T10:25:33.378,52.68,0.385,0.06,0.97
1.65971E+12,2022-08-05T10:25:33.418,52.72,0.366,0.052,0.948
1.65971E+12,2022-08-05T10:25:33.458,52.76,0.337,0.031,0.916
1.65971E+12,2022-08-05T10:25:33.498,52.8,0.379,0.049,0.934
1.65971E+12,2022-08-05T10:25:33.538,52.84,0.34,0.029,0.871
1.65971E+12,2022-08-05T10:25:33.578,52.88,0.235,-0.01,0.864
1.65971E+12,2022-08-05T10:25:33.618,52.92,0.32,0.064,0.933
1.65971E+12,2022-08-05T10:25:33.658,52.96,0.327,0.141,0.974
1.65971E+12,2022-08-05T10:25:33.698,53,0.405,0.15,0.984
1.65971E+12,2022-08-05T10:25:33.738,53.04,0.457,0.235,1.038
1.65971E+12,2022-08-05T10:25:33.778,53.08,0.459,0.268,0.949
1.65971E+12,2022-08-05T10:25:33.818,53.12,0.384,0.233,0.927
1.65971E+12,2022-08-05T10:25:33.858,53.16,0.491,0.316,0.992
1.65971E+12,2022-08-05T10:25:33.898,53.2,0.405,0.286,0.921
1.65971E+12,2022-08-05T10:25:33.938,53.24,0.421,0.292,0.879
1.65971E+12,2022-08-05T10:25:33.978,53.28,0.52,0.388,0.923
1.65971E+12,2022-08-05T10:25:34.018,53.32,0.371,0.323,0.877
1.65971E+12,2022-08-05T10:25:34.058,53.36,0.517,0.464,1.001
1.65971E+12,2022-08-05T10:25:34.098,53.4,0.459,0.552,1.082
1.65971E+12,2022-08-05T10:25:34.138,53.44,0.568,0.722,1.142
1.65971E+12,2022-08-05T10:25:34.178,53.48,0.71,0.923,1.07
1.65971E+12,2022-08-05T10:25:34.218,53.52,0.421,0.96,0.779
1.65971E+12,2022-08-05T10:25:34.258,53.56,-0.199,1,0.338
1.65971E+12,2022-08-05T10:25:34.298,53.6,0.022,1.113,0.416
1.65971E+12,2022-08-05T10:25:34.338,53.64,-0.203,0.839,0.572
1.65971E+12,2022-08-05T10:25:34.378,53.68,0.003,0.8,0.677
1.65971E+12,2022-08-05T10:25:34.418,53.72,0.221,0.797,0.653
1.65971E+12,2022-08-05T10:25:34.458,53.76,0.254,0.672,0.693
1.65971E+12,2022-08-05T10:25:34.498,53.8,0.196,0.635,0.737
1.65971E+12,2022-08-05T10:25:34.538,53.84,0.244,0.527,0.83
1.65971E+12,2022-08-05T10:25:34.578,53.88,0.434,0.362,0.852
1.65971E+12,2022-08-05T10:25:34.618,53.92,0.606,0.23,0.825
1.65971E+12,2022-08-05T10:25:34.658,53.96,0.539,0.215,0.935
1.65971E+12,2022-08-05T10:25:34.698,54,0.643,0.357,1.008
1.65971E+12,2022-08-05T10:25:34.738,54.04,0.603,0.433,1.005
1.65971E+12,2022-08-05T10:25:34.778,54.08,0.295,0.423,0.899
1.65971E+12,2022-08-05T10:25:34.818,54.12,0.172,0.44,0.818
1.65971E+12,2022-08-05T10:25:34.858,54.16,0.216,0.55,0.869
1.65971E+12,2022-08-05T10:25:34.898,54.2,0.337,0.545,0.825
1.65971E+12,2022-08-05T10:25:34.938,54.24,0.458,0.491,0.777
1.65971E+12,2022-08-05T10:25:34.978,54.28,0.299,0.465,0.668
1.65971E+12,2022-08-05T10:25:35.018,54.32,0.191,0.487,0.797
1.65971E+12,2022-08-05T10:25:35.058,54.36,0.059,0.53,0.852
1.65971E+12,2022-08-05T10:25:35.098,54.4,0.13,0.432,0.554
1.65971E+12,2022-08-05T10:25:35.138,54.44,0.177,0.499,0.72
1.65971E+12,2022-08-05T10:25:35.178,54.48,-0.058,0.357,0.749
1.65971E+12,2022-08-05T10:25:35.218,54.52,-0.209,0.612,0.799
1.65971E+12,2022-08-05T10:25:35.258,54.56,0.418,1.408,0.542
1.65971E+12,2022-08-05T10:25:35.298,54.6,0.446,1.623,0.494
1.65971E+12,2022-08-05T10:25:35.338,54.64,-0.245,1.672,0.381
1.65971E+12,2022-08-05T10:25:35.378,54.68,-0.379,1.26,0.29
1.65971E+12,2022-08-05T10:25:35.418,54.72,-0.369,1.285,0.658
1.65971E+12,2022-08-05T10:25:35.458,54.76,-0.331,1.866,0.929
1.65971E+12,2022-08-05T10:25:35.498,54.8,0.005,1.782,0.417
1.65971E+12,2022-08-05T10:25:35.538,54.84,0.246,1.424,-0.325
1.65971E+12,2022-08-05T10:25:35.578,54.88,0.506,1.308,-0.299
1.65971E+12,2022-08-05T10:25:35.618,54.92,0.172,0.581,-0.237
1.65971E+12,2022-08-05T10:25:35.658,54.96,0.211,0.189,-0.192
1.65971E+12,2022-08-05T10:25:35.698,55,0.501,0.243,-0.05
1.65971E+12,2022-08-05T10:25:35.738,55.04,0.347,0.32,0.131
1.65971E+12,2022-08-05T10:25:35.778,55.08,0.386,0.347,0.255
1.65971E+12,2022-08-05T10:25:35.818,55.12,0.578,0.373,0.299
1.65971E+12,2022-08-05T10:25:35.858,55.16,0.718,0.216,0.398
1.65971E+12,2022-08-05T10:25:35.898,55.2,0.87,0.193,0.457
1.65971E+12,2022-08-05T10:25:35.938,55.24,1.093,0.267,0.502
1.65971E+12,2022-08-05T10:25:35.978,55.28,1.212,0.413,0.656
1.65971E+12,2022-08-05T10:25:36.018,55.32,1.06,0.447,0.766
1.65971E+12,2022-08-05T10:25:36.058,55.36,1.02,0.422,0.595
1.65971E+12,2022-08-05T10:25:36.098,55.4,1.015,0.472,0.565
1.65971E+12,2022-08-05T10:25:36.138,55.44,0.552,0.479,0.58
1.65971E+12,2022-08-05T10:25:36.178,55.48,0.647,0.364,0.651
1.65971E+12,2022-08-05T10:25:36.218,55.52,1.169,0.017,0.892
1.65971E+12,2022-08-05T10:25:36.258,55.56,1.813,-0.265,1.209
1.65971E+12,2022-08-05T10:25:36.298,55.6,0.736,-0.331,1.257
1.65971E+12,2022-08-05T10:25:36.338,55.64,0.254,-0.178,0.656
1.65971E+12,2022-08-05T10:25:36.378,55.68,0.961,0.147,0.495
1.65971E+12,2022-08-05T10:25:36.418,55.72,0.804,0.559,0.477
1.65971E+12,2022-08-05T10:25:36.458,55.76,0.15,0.847,0.234
1.65971E+12,2022-08-05T10:25:36.498,55.8,0.718,1.057,0.213
1.65971E+12,2022-08-05T10:25:36.538,55.84,0.89,1.007,0.385
1.65971E+12,2022-08-05T10:25:36.578,55.88,0.672,0.837,0.409
1.65971E+12,2022-08-05T10:25:36.618,55.92,0.573,0.777,0.302
1.65971E+12,2022-08-05T10:25:36.658,55.96,0.776,0.834,0.221
1.65971E+12,2022-08-05T10:25:36.698,56,0.969,0.927,0.314
1.65971E+12,2022-08-05T10:25:36.738,56.04,0.977,0.877,0.357
1.65971E+12,2022-08-05T10:25:36.778,56.08,0.923,0.917,0.325
1.65971E+12,2022-08-05T10:25:36.818,56.12,0.834,0.819,0.279
1.65971E+12,2022-08-05T10:25:36.858,56.16,0.636,0.926,0.277
1.65971E+12,2022-08-05T10:25:36.898,56.2,0.99,0.965,0.026
1.65971E+12,2022-08-05T10:25:36.938,56.24,1.036,0.792,-0.091
1.65971E+12,2022-08-05T10:25:36.978,56.28,0.565,0.589,-0.038
1.65971E+12,2022-08-05T10:25:37.018,56.32,0.234,0.501,-0.051
1.65971E+12,2022-08-05T10:25:37.058,56.36,0.497,0.538,-0.129
1.65971E+12,2022-08-05T10:25:37.098,56.4,0.598,0.626,-0.144
1.65971E+12,2022-08-05T10:25:37.138,56.44,0.312,0.766,0.11
1.65971E+12,2022-08-05T10:25:37.178,56.48,0.204,0.86,0.018
1.65971E+12,2022-08-05T10:25:37.218,56.52,0.294,1.183,-0.04
1.65971E+12,2022-08-05T10:25:37.258,56.56,-0.272,1.327,0.17
1.65971E+12,2022-08-05T10:25:37.298,56.6,-0.374,0.953,0.111
1.65971E+12,2022-08-05T10:25:37.338,56.64,-0.011,0.766,0.374
1.65971E+12,2022-08-05T10:25:37.378,56.68,-0.119,0.843,0.374
1.65971E+12,2022-08-05T10:25:37.418,56.72,-0.33,1.006,0.272
1.65971E+12,2022-08-05T10:25:37.458,56.76,-0.238,0.948,0.258
1.65971E+12,2022-08-05T10:25:37.498,56.8,-0.018,0.917,0.331
1.65971E+12,2022-08-05T10:25:37.538,56.84,0.126,0.909,0.47
1.65971E+12,2022-08-05T10:25:37.578,56.88,0.056,0.881,0.34
1.65971E+12,2022-08-05T10:25:37.618,56.92,-0.242,0.856,0.048
1.65971E+12,2022-08-05T10:25:37.658,56.96,-0.145,0.96,0.095
1.65971E+12,2022-08-05T10:25:37.698,57,-0.036,1.001,0.153
1.65971E+12,2022-08-05T10:25:37.738,57.04,0.12,0.994,0.231
1.65971E+12,2022-08-05T10:25:37.778,57.08,0.13,1.01,0.314
1.65971E+12,2022-08-05T10:25:37.818,57.12,0.08,1.016,0.094
1.65971E+12,2022-08-05T10:25:37.858,57.16,0.079,1.081,-0.06
1.65971E+12,2022-08-05T10:25:37.898,57.2,0.007,1.09,-0.001
1.65971E+12,2022-08-05T10:25:37.938,57.24,0.074,1.028,0.147
1.65971E+12,2022-08-05T10:25:37.978,57.28,-0.023,0.952,0.2
1.65971E+12,2022-08-05T10:25:38.018,57.32,-0.329,1.08,0.208
1.65971E+12,2022-08-05T10:25:38.058,57.36,-0.041,1.091,0.032
1.65971E+12,2022-08-05T10:25:38.098,57.4,0.223,1.035,-0.059
1.65971E+12,2022-08-05T10:25:38.138,57.44,0.178,0.938,-0.038
1.65971E+12,2022-08-05T10:25:38.178,57.48,0.173,0.938,-0.062
1.65971E+12,2022-08-05T10:25:38.218,57.52,0.298,1.036,0.013
1.65971E+12,2022-08-05T10:25:38.258,57.56,0.238,1.083,0.125
1.65971E+12,2022-08-05T10:25:38.298,57.6,0.112,1.066,0.179
1.65971E+12,2022-08-05T10:25:38.338,57.64,0.232,1.035,0.095
1.65971E+12,2022-08-05T10:25:38.378,57.68,0.261,1.004,-0.017
1.65971E+12,2022-08-05T10:25:38.418,57.72,0.193,0.979,-0.047
1.65971E+12,2022-08-05T10:25:38.458,57.76,0.113,0.992,-0.044
1.65971E+12,2022-08-05T10:25:38.498,57.8,0.09,1.001,-0.025
1.65971E+12,2022-08-05T10:25:38.538,57.84,0.107,1.022,0.01
1.65971E+12,2022-08-05T10:25:38.578,57.88,0.095,1.017,0.029
1.65971E+12,2022-08-05T10:25:38.618,57.92,0.12,1.007,0.009
1.65971E+12,2022-08-05T10:25:38.658,57.96,0.155,1.01,-0.002
1.65971E+12,2022-08-05T10:25:38.698,58,0.14,1.011,-0.002
1.65971E+12,2022-08-05T10:25:38.738,58.04,0.126,1.023,0.029
1.65971E+12,2022-08-05T10:25:38.778,58.08,0.112,1,0.038
1.65971E+12,2022-08-05T10:25:38.818,58.12,0.128,1,0.028
1.65971E+12,2022-08-05T10:25:38.858,58.16,0.129,0.993,0.013
1.65971E+12,2022-08-05T10:25:38.898,58.2,0.12,1.01,0.03
1.65971E+12,2022-08-05T10:25:38.938,58.24,0.133,1.005,0.047
1.65971E+12,2022-08-05T10:25:38.978,58.28,0.142,0.997,0.036
1.65971E+12,2022-08-05T10:25:39.018,58.32,0.135,0.994,0.034
1.65971E+12,2022-08-05T10:25:39.058,58.36,0.12,0.992,0.028
1.65971E+12,2022-08-05T10:25:39.098,58.4,0.095,0.992,0.029
1.65971E+12,2022-08-05T10:25:39.138,58.44,0.078,0.999,0.033
1.65971E+12,2022-08-05T10:25:39.178,58.48,0.093,1.008,0.033
1.65971E+12,2022-08-05T10:25:39.218,58.52,0.086,1.005,0.029
1.65971E+12,2022-08-05T10:25:39.258,58.56,0.086,0.999,0.035
1.65971E+12,2022-08-05T10:25:39.298,58.6,0.105,0.997,0.049
1.65971E+12,2022-08-05T10:25:39.338,58.64,0.112,1.001,0.055
1.65971E+12,2022-08-05T10:25:39.378,58.68,0.102,1,0.065
1.65971E+12,2022-08-05T10:25:39.418,58.72,0.103,1.001,0.061
1.65971E+12,2022-08-05T10:25:39.458,58.76,0.12,0.993,0.058
1.65971E+12,2022-08-05T10:25:39.498,58.8,0.123,1.003,0.067
1.65971E+12,2022-08-05T10:25:39.538,58.84,0.13,1.01,0.068
1.65971E+12,2022-08-05T10:25:39.578,58.88,0.136,1.003,0.075
1.65971E+12,2022-08-05T10:25:39.618,58.92,0.131,1.004,0.073
1.65971E+12,2022-08-05T10:25:39.658,58.96,0.131,1.005,0.079
1.65971E+12,2022-08-05T10:25:39.698,59,0.138,1.006,0.087
1.65971E+12,2022-08-05T10:25:39.738,59.04,0.159,1.02,0.124
1.65971E+12,2022-08-05T10:25:39.778,59.08,0.186,1.061,0.228
1.65971E+12,2022-08-05T10:25:39.818,59.12,0.197,1.08,0.38
1.65971E+12,2022-08-05T10:25:39.858,59.16,0.122,1.186,0.485
1.65971E+12,2022-08-05T10:25:39.898,59.2,0.138,1.205,0.46
1.65971E+12,2022-08-05T10:25:39.938,59.24,0.29,1.213,0.434
1.65971E+12,2022-08-05T10:25:39.978,59.28,0.536,1.145,0.421
1.65971E+12,2022-08-05T10:25:40.018,59.32,0.815,1.107,0.441
1.65971E+12,2022-08-05T10:25:40.058,59.36,0.906,1.061,0.443
1.65971E+12,2022-08-05T10:25:40.098,59.4,0.862,0.91,0.384
1.65971E+12,2022-08-05T10:25:40.138,59.44,0.885,0.732,0.328
1.65971E+12,2022-08-05T10:25:40.178,59.48,0.887,0.523,0.317
1.65971E+12,2022-08-05T10:25:40.218,59.52,0.798,0.355,0.386
1.65971E+12,2022-08-05T10:25:40.258,59.56,0.57,0.201,0.452
1.65971E+12,2022-08-05T10:25:40.298,59.6,0.462,0.053,0.509
1.65971E+12,2022-08-05T10:25:40.338,59.64,0.265,-0.107,0.512
1.65971E+12,2022-08-05T10:25:40.378,59.68,0.169,-0.192,0.534
1.65971E+12,2022-08-05T10:25:40.418,59.72,0.185,-0.223,0.636
1.65971E+12,2022-08-05T10:25:40.458,59.76,0.163,-0.271,0.673
1.65971E+12,2022-08-05T10:25:40.498,59.8,0.143,-0.324,0.752
1.65971E+12,2022-08-05T10:25:40.538,59.84,0.321,-0.352,0.903
1.65971E+12,2022-08-05T10:25:40.578,59.88,0.426,-0.358,0.98
1.65971E+12,2022-08-05T10:25:40.618,59.92,0.361,-0.379,0.955
1.65971E+12,2022-08-05T10:25:40.658,59.96,0.387,-0.38,0.926
1.65971E+12,2022-08-05T10:25:40.698,60,0.423,-0.374,0.86
1.65971E+12,2022-08-05T10:25:40.738,60.04,0.402,-0.359,0.851
1.65971E+12,2022-08-05T10:25:40.778,60.08,0.379,-0.343,0.867
1.65971E+12,2022-08-05T10:25:40.818,60.12,0.356,-0.345,0.842
1.65971E+12,2022-08-05T10:25:40.858,60.16,0.393,-0.352,0.877
1.65971E+12,2022-08-05T10:25:40.898,60.2,0.428,-0.347,0.898
1.65971E+12,2022-08-05T10:25:40.938,60.24,0.399,-0.346,0.862
1.65971E+12,2022-08-05T10:25:40.978,60.28,0.399,-0.338,0.868
1.65971E+12,2022-08-05T10:25:41.018,60.32,0.431,-0.333,0.879
1.65971E+12,2022-08-05T10:25:41.058,60.36,0.418,-0.34,0.871
1.65971E+12,2022-08-05T10:25:41.098,60.4,0.408,-0.337,0.866
1.65971E+12,2022-08-05T10:25:41.138,60.44,0.421,-0.337,0.878
1.65971E+12,2022-08-05T10:25:41.178,60.48,0.423,-0.338,0.883
1.65971E+12,2022-08-05T10:25:41.218,60.52,0.415,-0.34,0.876
1.65971E+12,2022-08-05T10:25:41.258,60.56,0.418,-0.346,0.873
1.65971E+12,2022-08-05T10:25:41.298,60.6,0.417,-0.343,0.875
1.65971E+12,2022-08-05T10:25:41.338,60.64,0.426,-0.342,0.875
1.65971E+12,2022-08-05T10:25:41.378,60.68,0.425,-0.34,0.879
1.65971E+12,2022-08-05T10:25:41.418,60.72,0.417,-0.341,0.878
1.65971E+12,2022-08-05T10:25:41.458,60.76,0.402,-0.346,0.865
1.65971E+12,2022-08-05T10:25:41.498,60.8,0.402,-0.348,0.865
1.65971E+12,2022-08-05T10:25:41.538,60.84,0.396,-0.345,0.869
1.65971E+12,2022-08-05T10:25:41.578,60.88,0.396,-0.345,0.874
1.65971E+12,2022-08-05T10:25:41.618,60.92,0.405,-0.342,0.872
1.65971E+12,2022-08-05T10:25:41.658,60.96,0.413,-0.347,0.878
1.65971E+12,2022-08-05T10:25:41.698,61,0.406,-0.343,0.873
1.65971E+12,2022-08-05T10:25:41.738,61.04,0.409,-0.343,0.868
1.65971E+12,2022-08-05T10:25:41.778,61.08,0.42,-0.348,0.872
1.65971E+12,2022-08-05T10:25:41.818,61.12,0.42,-0.35,0.873
1.65971E+12,2022-08-05T10:25:41.858,61.16,0.418,-0.352,0.87
1.65971E+12,2022-08-05T10:25:41.898,61.2,0.419,-0.351,0.867
1.65971E+12,2022-08-05T10:25:41.938,61.24,0.416,-0.352,0.866
1.65971E+12,2022-08-05T10:25:41.978,61.28,0.416,-0.349,0.861
1.65971E+12,2022-08-05T10:25:42.018,61.32,0.428,-0.35,0.865
1.65971E+12,2022-08-05T10:25:42.058,61.36,0.427,-0.352,0.864
1.65971E+12,2022-08-05T10:25:42.098,61.4,0.43,-0.354,0.867
1.65971E+12,2022-08-05T10:25:42.138,61.44,0.435,-0.355,0.866
1.65971E+12,2022-08-05T10:25:42.178,61.48,0.425,-0.348,0.864
1.65971E+12,2022-08-05T10:25:42.218,61.52,0.421,-0.347,0.862
1.65971E+12,2022-08-05T10:25:42.258,61.56,0.421,-0.343,0.863
1.65971E+12,2022-08-05T10:25:42.298,61.6,0.405,-0.336,0.854
1.65971E+12,2022-08-05T10:25:42.338,61.64,0.394,-0.318,0.857
1.65971E+12,2022-08-05T10:25:42.378,61.68,0.352,-0.299,0.873
